voltage,current,power,temperature
225.96858227643003,0.0291057111154389,6.576976276903059,29.411675153420656
230.67466450254844,0.028636547197044643,6.605725917189667,30.477813751415603
228.81227297759565,0.02827494954868376,6.469655474561173,27.153983305095913
232.90303207984982,0.02769957930441659,6.451316007334881,24.866545645979752
227.6265303409695,0.02684495861705255,6.110624787146583,29.730042210209305
228.64107498091136,0.029961137940752613,6.850346786425046,26.334362141732832
231.04488726241237,0.02375425772095907,5.488299797141277,29.909229397880647
228.88301812230958,0.030219453291242693,6.91671967530579,28.208315337130234
229.46530712623021,0.024788955614015753,5.688205313308614,32.54101537985986
229.08357108008863,0.03215981693329516,7.36728570836116,27.339066745763
230.01868989496668,0.02888124003369027,6.643224995091499,28.036970312794768
227.605583915522,0.025483822818221563,5.800260372941023,26.70522171866779
229.5149594579755,0.034332758215331986,7.879881609872396,26.24327239958564
233.98761626559156,0.023422558640383694,5.480588663104416,32.6024309195555
229.77192979614358,0.03119644038836825,7.168066310805727,26.450399632004775
230.1955052591058,0.025666029628001883,5.908204658213073,27.022696297598028
232.91060505508295,0.03050738262431145,7.105492945675304,28.32201868926657
227.12027953816803,0.025945904770506505,5.892841144348125,26.384781698736855
228.34899554427622,0.02768195380485784,6.321146346042343,30.055595372423795
230.97208614885136,0.02620697396720202,6.05307944885329,29.772315498006762
230.02722442460194,0.028715404408823194,6.605324774391577,26.72223483972193
227.63271510500658,0.029143756692838415,6.634072464350516,26.60942807254307
228.93701801399064,0.02559195661971146,5.858946233660149,24.501852237648016
233.08545050538967,0.029668296403523496,6.915248232942706,28.970147370498044
227.4673286061981,0.035736147206725515,8.1288059397917,28.407832308978833
230.27709184521174,0.028115076413910915,6.47425803360131,28.324553354265653
225.14220120192087,0.030547956976921843,6.87763427600576,32.697875504379674
235.51627216207385,0.025802244052863924,6.076848332746551,31.754901053883284
231.44895133826978,0.028914160989159655,6.692152239766911,29.46326443975168
230.58691539912303,0.025348001166049718,5.844917400412778,28.923327396813526
227.67909025106516,0.02472529479947288,5.629432626133378,30.72515276057341
231.5103436839802,0.02736571623804073,6.335446371427087,25.758929999447584
232.1686610751128,0.025356008505314297,5.8868705448879926,27.443752764540783
